85c917a9b0222ea9313e7a2457e572ec 3a54c161-03c4-406e-acd6-c2c5cf69f4ac 0.05
44601243ac76b8d9d8e28d3674a58d36 ea71b95f-2efe-4aee-be58-eab1df18f1da 0.07
fbf41cd1583d421fb6cfecff0e3eba47 c7da33fb-836b-412a-8639-0fba8b2223f1 0.1
48e1d67a-fd48-499c-9c08-c7dbf7a0a16d 77a165e8-1dc9-446c-908e-5c79cfc2e2c1 0.2499
bf182e561f437788855f59fe7c118c6c f6ab9a6b-516c-4582-9ddc-bfcbe260517f 0.49
c7e47ccb8b623b7d3d15ef6f67aa7c94 ec2e74ce-adcb-45a0-a32a-da6c7f635d95 0.2408
bb28dccd01081131a92db3cc167cf1e0 859f49da-0fc5-4221-8dbc-b3516858851e 0.49
e35604c5c6d1c0ab7b8ebe515a20474f 57d6efc4-0649-444e-9192-a6269dc655b3 0.035
cf7d1fdd6b34708f6c50042891f4efaf 17938175-f9c4-4441-a82e-69f15824c7c2 0.0177
c45a3adbd90cf8e0b8ea54dda4aa1409 2c2c5eb5-52a7-4a18-b1d3-3ea120c2c138 0.2499
a3f3fb420ba89ceb756f47f1419eb428 c2890a66-8cbb-412d-b40a-309a22bd5169 0.0238
3cd99cbe0559ab64b5ad4acb60c321eb 231d362c-3a18-4d73-a910-8c835d0882ad 0.245
53852ba2c8892419171661b2b2a9a210 a34a8ad5-7d65-4d5c-a2a6-7d72e7b0f1a3 0.24
49ca3f01e14eebc998e9c13eb0cef789 2eb2f4f0-65b0-44de-920a-0ddcbdfeb280 0.2408
bf4bbb45353adc77e95d1c742bef318e 58f09466-5aaa-4a01-8bbf-9ab87bcdf516 0.24
1d51ef1598391e3d466702397f0e3bf3 5cf380c1-a239-4c6c-903b-4bfd03c6373e 0.245
5acc84d6e3ccded994da71b777d0aeb0 c9fcc2bc-eace-4fbb-ac97-885853b7ad98 0.2471
3a78310da5042664d57db28222082468 057c8f26-b563-4ac0-a11d-8ec76c1b14b7 0.49
7a7a2279e7d9c630a83203f9c1e5eeeb d78cec32-84d2-4ba7-b82a-4841af912b83 0.24
af3f881e0bf7b92ee8af2b5cb85c46fd dd44efa8-2cf7-4a42-82b2-2f3db1430b5b 0.25
3ac988f261bd9b71964f6db71b103e98 b2fb65ba-ac78-4e9f-a70e-6032acf402b5 0.24
b55e8636852889c1876d85c2918aca15 babcecdb-02f1-4812-93da-b4e4a25827fa 0.0911
513e5cce-3902-4e44-9437-a3f1da3b7703 25a71938-86aa-4d92-b210-bbdce7454a0b 0.51
513e5cce-3902-4e44-9437-a3f1da3b7703 e68dba4f-f2a3-4a7e-a7c0-f172e10f661f 0.51
5962f10f88c0c0e7e93a23fc7b4a1c83 ec2e74ce-adcb-45a0-a32a-da6c7f635d95 0.249
7d8e7c7a5a8c26fcc083224953735619 a2e4a831-e9d8-4ca5-8946-00fe55fcfe20 0.16
08810d1604a463edfa1db4b0d23605ed ed5f092a-6f16-4f48-8bfd-fe6904cbeec8 0.0813
d0c4806a5a059017b013b1c94b204f9b c2fad227-255d-4f9e-9551-f66391cb6c40 0.49
ba70430c44012d6581489f2ebfdba93f 446c527f-dc3f-4090-b9eb-f0ef8319dd08 0.07
